season,week,game_id,game_date,home_team,away_team,margin_pred,total_pred,market_spread_home,market_total,margin_actual,total_actual,resid_margin,resid_total,home_score,away_score,home_q1,home_q2,home_q3,home_q4,away_q1,away_q2,away_q3,away_q4,elo_home_pre,elo_away_pre,home_off_epa,home_def_epa,off_epa_1h_h,off_epa_2h_h,def_epa_1h_h,def_epa_2h_h,home_pace_secs_play,home_pass_rate,home_rush_rate,home_qb_adj,home_sos,away_off_epa,away_def_epa,off_epa_1h_a,off_epa_2h_a,def_epa_1h_a,def_epa_2h_a,away_pace_secs_play,away_pass_rate,away_rush_rate,away_qb_adj,away_sos,close_spread_home,close_total,wx_temp_f,wx_wind_mph,wx_precip_pct,wx_precip_type,wx_sky,roof,surface,neutral_site,home_margin,total_points,elo_diff,off_epa_diff,def_epa_diff,pace_secs_play_diff,pass_rate_diff,rush_rate_diff,qb_adj_diff,sos_diff,home_first_half,home_second_half,away_first_half,away_second_half,home_inj_qb_out,home_inj_wr1_out,home_inj_te1_out,home_inj_rb1_out,home_inj_wr_top2_out,home_inj_starters_out,away_inj_qb_out,away_inj_wr1_out,away_inj_te1_out,away_inj_rb1_out,away_inj_wr_top2_out,away_inj_starters_out,inj_qb_out_diff,inj_wr1_out_diff,inj_te1_out_diff,inj_rb1_out_diff,inj_wr_top2_out_diff,inj_starters_out_diff,home_off_ppg,home_def_ppg,home_net_margin,home_rating_games,away_off_ppg,away_def_ppg,away_net_margin,away_rating_games,off_ppg_diff,def_ppg_diff,net_margin_diff,prob_home_win,pred_home_score,pred_away_score,pred_home_q1,pred_home_q2,pred_home_q3,pred_home_q4,pred_home_1h,pred_home_2h,pred_away_q1,pred_away_q2,pred_away_q3,pred_away_q4,pred_away_1h,pred_away_2h,home_win_actual,home_win_pred
2024,1,2024_01_ARI_BUF,2024-09-08,Buffalo Bills,Arizona Cardinals,3.364936814688674,45.14761385131386,,,6.0,62.0,2.635063185311326,16.852386148686143,34.0,28.0,0.0,10.0,14.0,10.0,7.0,10.0,0.0,11.0,1644.6407080449887,1263.0128920357322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,grass,,6.0,62.0,381.62781600925655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,24.0,17.0,11.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.8469867645844045,24.256275333001266,20.89133851831259,5.700224703255297,6.427912963245336,5.94278745658531,6.185350209915323,12.128137666500633,12.128137666500633,4.909464551803459,5.536204707352836,5.118377936986585,5.32729132216971,10.445669259156295,10.445669259156295,1,1
2024,1,2024_01_BAL_KC,2024-09-05,Kansas City Chiefs,Baltimore Ravens,1.4442563164688833,43.943599099024475,,,7.0,47.0,5.555743683531117,3.0564009009755253,27.0,20.0,7.0,6.0,7.0,7.0,7.0,3.0,0.0,10.0,1684.4339249005104,1618.9499732928423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,grass,,7.0,47.0,65.48395160766813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,10.0,10.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.6159006107621423,22.693927707746678,21.249671391277797,5.333073011320469,6.01389084255287,5.560012288397936,5.786951565475403,11.346963853873339,11.346963853873339,4.993672776950282,5.6311629186886165,5.2061694908630605,5.418666204775838,10.624835695638899,10.624835695638899,1,1
2024,1,2024_01_CAR_NO,2024-09-08,New Orleans Saints,Carolina Panthers,2.8919572394135518,45.12787468243676,,,37.0,57.0,34.10804276058645,11.872125317563238,47.0,10.0,17.0,13.0,7.0,10.0,0.0,3.0,7.0,0.0,1429.3305019452373,1169.0347098462657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fixed,artificial,,37.0,57.0,260.29579209897156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,17.0,3.0,7.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.7748071737683969,24.009915960925156,21.117958721511606,5.642330250817412,6.362627729645166,5.8824294104266635,6.122528570035914,12.004957980462578,12.004957980462578,4.962720299555227,5.596259061200576,5.173899886770343,5.38507947398546,10.558979360755803,10.558979360755803,1,1
2024,1,2024_01_DAL_CLE,2024-09-08,Cleveland Browns,Dallas Cowboys,-6.850846803561799,43.47885116825019,,,-16.0,50.0,-9.149153196438201,6.521148831749812,17.0,33.0,3.0,0.0,7.0,7.0,7.0,13.0,10.0,3.0,1398.998495124497,1557.8958149959128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,grass,,-16.0,50.0,-158.8973198714159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,20.0,13.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.3995904077748711,18.314002182344193,25.164848985905994,4.3037905128508855,4.853210578321211,4.486930534674327,4.67007055649777,9.157001091172097,9.157001091172097,5.913739511687909,6.668684981265089,6.165388001546969,6.417036491406028,12.582424492952997,12.582424492952997,0,0
2024,1,2024_01_DEN_SEA,2024-09-08,Seattle Seahawks,Denver Broncos,1.6926974378580653,44.14631357803063,,,6.0,46.0,4.307302562141935,1.8536864219693712,26.0,20.0,3.0,6.0,10.0,7.0,3.0,10.0,0.0,7.0,1419.8441832697642,1348.1239548432422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,artificial,,6.0,46.0,71.720228426522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,17.0,13.0,7.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.6216657247181717,22.919505507944347,21.226808070086282,5.386083794366921,6.073668959605253,5.615278849446365,5.844473904525809,11.459752753972174,11.459752753972174,4.988299896470276,5.625104138572865,5.200567977171139,5.412836057872002,10.613404035043141,10.613404035043141,1,1
2024,1,2024_01_GB_PHI,2024-09-06,Philadelphia Eagles,Green Bay Packers,0.6426261033489521,43.617394822034434,,,5.0,63.0,4.357373896651048,19.382605177965566,34.0,29.0,0.0,17.0,14.0,3.0,6.0,13.0,7.0,3.0,1479.1181357946084,1507.8829366057603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,grass,,5.0,63.0,-28.764800811151872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,19.0,10.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5256825874152607,22.130010462691693,21.48738435934274,5.200552458732548,5.864452772613299,5.421852563359465,5.6431526679863815,11.065005231345847,11.065005231345847,5.049535324445544,5.694156855225827,5.264409168038972,5.479283011632399,10.74369217967137,10.74369217967137,1,1
2024,1,2024_01_HOU_IND,2024-09-08,Indianapolis Colts,Houston Texans,0.6557741225734656,43.674952253897054,,,-2.0,56.0,-2.6557741225734657,12.325047746102946,27.0,29.0,7.0,0.0,6.0,14.0,6.0,6.0,3.0,14.0,1340.4946163319323,1374.7706901913768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,retractable,artificial,,-2.0,56.0,-34.27607385944452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,20.0,12.0,17.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5202943472736661,22.16536318823526,21.509589065661793,5.2088603492352865,5.873821244882344,5.430513981117639,5.652167612999992,11.08268159411763,11.08268159411763,5.054753430430521,5.700041102400375,5.269849321087139,5.484945211743757,10.754794532830896,10.754794532830896,0,1
2024,1,2024_01_JAX_MIA,2024-09-08,Miami Dolphins,Jacksonville Jaguars,2.081432428963972,44.59909595283739,,,3.0,37.0,0.9185675710360282,-7.599095952837388,20.0,17.0,0.0,7.0,7.0,6.0,7.0,10.0,0.0,0.0,1478.547919622059,1387.4916983018718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,grass,,3.0,37.0,91.0562213201872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,17.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.6393173955619973,23.34026419090068,21.258831761936708,5.484962084861659,6.18517001058868,5.718364726770666,5.951767368679674,11.67013209545034,11.67013209545034,4.995825464055126,5.633590416913228,5.208413781674493,5.421002099293861,10.629415880968354,10.629415880968354,1,1
2024,1,2024_01_LA_DET,2024-09-08,Detroit Lions,Los Angeles Rams,1.7548085489691763,44.22751636525872,,,6.0,46.0,4.2451914510308235,1.7724836347412776,26.0,20.0,0.0,10.0,7.0,3.0,3.0,0.0,7.0,10.0,1514.9054000251288,1441.8532578002855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fixed,artificial,,6.0,46.0,73.05214222484324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,3.0,17.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.6228926279062912,22.991162457113948,21.236353908144775,5.402923177421777,6.092658051135197,5.632834801992917,5.8627464265640565,11.495581228556974,11.495581228556974,4.990543168414022,5.627633785658365,5.20290670749547,5.415270246576918,10.618176954072387,10.618176954072387,1,1
2024,1,2024_01_LV_LAC,2024-09-08,Los Angeles Chargers,Las Vegas Raiders,0.6509574480402488,43.659544665121096,,,12.0,32.0,11.349042551959752,-11.659544665121096,22.0,10.0,3.0,3.0,3.0,13.0,7.0,0.0,0.0,3.0,1330.6237515781297,1414.3922413149157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fixed,artificial,,12.0,32.0,-83.76848973678602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,7.0,3.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.4718447881223743,22.155251056580674,21.504293608540422,5.206483998296458,5.871141529993879,5.428036508862265,5.649589019428072,11.077625528290337,11.077625528290337,5.053508998006999,5.698637806263212,5.268551934092403,5.483594870177808,10.752146804270211,10.752146804270211,1,1
