event,game_time,home_team,away_team,market_key,market_name,period,team_side,line,price_home,price_away,over_price,under_price,is_alternate,price,threshold,range_low,range_high,range_type,total_line,spread_line,total_side,winner,combo,ht_result,ft_result,tie,side,ev_units
Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Dallas Cowboys @ New York Jets,1759683600000,Jets,Cowboys,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Dallas Cowboys @ New York Jets,1759683600000,Jets,Cowboys,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Dallas Cowboys @ New York Jets,1759683600000,Jets,Cowboys,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Dallas Cowboys @ New York Jets,1759683600000,Jets,Cowboys,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Denver Broncos @ Philadelphia Eagles,1759683600000,Eagles,Broncos,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Denver Broncos @ Philadelphia Eagles,1759683600000,Eagles,Broncos,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Denver Broncos @ Philadelphia Eagles,1759683600000,Eagles,Broncos,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Denver Broncos @ Philadelphia Eagles,1759683600000,Eagles,Broncos,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Houston Texans @ Baltimore Ravens,1759683600000,Ravens,Texans,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Houston Texans @ Baltimore Ravens,1759683600000,Ravens,Texans,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Houston Texans @ Baltimore Ravens,1759683600000,Ravens,Texans,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Houston Texans @ Baltimore Ravens,1759683600000,Ravens,Texans,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Las Vegas Raiders @ Indianapolis Colts,1759683600000,Colts,Raiders,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Las Vegas Raiders @ Indianapolis Colts,1759683600000,Colts,Raiders,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Las Vegas Raiders @ Indianapolis Colts,1759683600000,Colts,Raiders,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Las Vegas Raiders @ Indianapolis Colts,1759683600000,Colts,Raiders,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Miami Dolphins @ Carolina Panthers,1759683600000,Panthers,Dolphins,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Miami Dolphins @ Carolina Panthers,1759683600000,Panthers,Dolphins,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Miami Dolphins @ Carolina Panthers,1759683600000,Panthers,Dolphins,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Miami Dolphins @ Carolina Panthers,1759683600000,Panthers,Dolphins,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Miami Dolphins @ Carolina Panthers,1759683600000,Panthers,Dolphins,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Miami Dolphins @ Carolina Panthers,1759683600000,Panthers,Dolphins,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Miami Dolphins @ Carolina Panthers,1759683600000,Panthers,Dolphins,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Miami Dolphins @ Carolina Panthers,1759683600000,Panthers,Dolphins,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
New York Giants @ New Orleans Saints,1759683600000,Saints,Giants,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
New York Giants @ New Orleans Saints,1759683600000,Saints,Giants,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
New York Giants @ New Orleans Saints,1759683600000,Saints,Giants,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
New York Giants @ New Orleans Saints,1759683600000,Saints,Giants,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Tampa Bay Buccaneers @ Seattle Seahawks,1759694700000,Seahawks,Buccaneers,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
